Kirjauspäivä;Selite;Summa;Viitenumero
27.06.2023;Hoitovastike 100023;180,00;100023
31.01.2023;Hoitovastike 100049;150,00;100049
12.12.2023;Hoitovastike 100049;150,00;100049
12.10.2023;Hoitovastike 100036;210,00;100036
14.05.2023;Hoitovastike 100052;175,00;100052
23.09.2023;Kone Hissihuolto;-234,03;
16.03.2023;Hoitovastike 100023;180,00;100023
05.10.2023;S-Rauta Maalia ja tarvikkeita;-87,61;
15.11.2023;Verohallinto Kiinteistovero;-1054,96;
19.07.2023;Hoitovastike 100036;210,00;100036
01.12.2023;Hoitovastike 100010;250,00;100010
26.08.2023;Helen Oy Sahko;-391,59;
18.12.2023;Hoitovastike 100049;150,00;100049
12.05.2023;Hoitovastike 100010;250,00;100010
12.01.2023;Hoitovastike 100049;150,00;100049
17.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.11.2023;Pankin Palvelumaksu;-12,50;
04.02.2023;DNA Oyj Laajakaista;-120,00;
03.11.2023;Hoitovastike 100023;180,00;100023
30.11.2023;Hoitovastike 100010;250,00;100010
28.10.2023;Hoitovastike 100036;210,00;100036
12.02.2023;Hoitovastike 100052;175,00;100052
27.01.2023;Hoitovastike 100036;210,00;100036
19.03.2023;Hoitovastike 100052;175,00;100052
20.02.2023;S-Rauta Maalia ja tarvikkeita;-99,54;
04.06.2023;DNA Oyj Laajakaista;-120,00;
22.09.2023;Helen Oy Sahko;-141,04;
23.04.2023;Hoitovastike 100023;180,00;100023
03.06.2023;Hoitovastike 100049;150,00;100049
29.08.2023;Hoitovastike 100049;150,00;100049
11.11.2023;Hoitovastike 100010;250,00;100010
29.07.2023;Pääkirja Taloushallinto;-317,80;
01.07.2023;Verohallinto Kiinteistovero;-1107,61;
22.12.2023;Hoitovastike 100010;250,00;100010
08.08.2023;Hoitovastike 100036;210,00;100036
25.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
13.11.2023;Hoitovastike 100023;180,00;100023
25.06.2023;Hoitovastike 100036;210,00;100036
20.09.2023;DNA Oyj Laajakaista;-120,00;
21.07.2023;Hoitovastike 100023;180,00;100023
27.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-333,80;
14.01.2023;DNA Oyj Laajakaista;-120,00;
18.04.2023;Hoitovastike 100023;180,00;100023
24.08.2023;Hoitovastike 100036;210,00;100036
22.01.2023;Hoitovastike 100036;210,00;100036
09.03.2023;Pääkirja Taloushallinto;-411,79;
07.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
16.01.2023;Hoitovastike 100052;175,00;100052
13.01.2023;Hoitovastike 100049;150,00;100049
20.11.2023;Helen Oy Sahko;-120,78;
02.08.2023;Helen Oy Sahko;-465,72;
01.10.2023;K-Rauta rautakauppa;-174,84;
25.01.2023;Hoitovastike 100052;175,00;100052
14.07.2023;Hoitovastike 100052;175,00;100052
18.12.2023;Hoitovastike 100036;210,00;100036
05.04.2023;HSY VESI JA VIEMARI;-123,70;
19.11.2023;Kone Hissihuolto;-166,83;
23.01.2023;Hoitovastike 100049;150,00;100049
08.02.2023;Pääkirja Taloushallinto;-380,78;
26.05.2023;Hoitovastike 100036;210,00;100036
04.03.2023;Hoitovastike 100010;250,00;100010
08.03.2023;Verohallinto Kiinteistovero;-2290,69;
26.04.2023;Hoitovastike 100036;210,00;100036
08.03.2023;Hoitovastike 100052;175,00;100052
03.05.2023;Hoitovastike 100023;180,00;100023
18.09.2023;Hoitovastike 100049;150,00;100049
22.07.2023;Hoitovastike 100010;250,00;100010
01.11.2023;Hoitovastike 100052;175,00;100052
31.05.2023;Hoitovastike 100052;175,00;100052
09.05.2023;Hoitovastike 100036;210,00;100036
22.03.2023;Hoitovastike 100049;150,00;100049
06.01.2023;Hoitovastike 100023;180,00;100023
05.01.2023;Hoitovastike 100036;210,00;100036
21.02.2023;Hoitovastike 100052;175,00;100052
24.10.2023;Hoitovastike 100049;150,00;100049
21.03.2023;S-Rauta Maalia ja tarvikkeita;-70,39;
22.09.2023;FORTUM OYJ SAHKOLASKU;-606,82;
09.09.2023;Hoitovastike 100010;250,00;100010
07.07.2023;K-Rauta rautakauppa;-124,68;
19.10.2023;Hoitovastike 100036;210,00;100036
16.08.2023;Hoitovastike 100036;210,00;100036
10.09.2023;Hoitovastike 100052;175,00;100052
31.08.2023;Hoitovastike 100052;175,00;100052
21.05.2023;Hoitovastike 100023;180,00;100023
05.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-323,00;
21.12.2023;Hoitovastike 100023;180,00;100023
21.09.2023;Hoitovastike 100023;180,00;100023
30.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
05.12.2023;Hoitovastike 100049;150,00;100049
27.01.2023;Hoitovastike 100049;150,00;100049
17.09.2023;Verohallinto Kiinteistovero;-1651,62;
12.09.2023;Hoitovastike 100023;180,00;100023
28.03.2023;Hoitovastike 100052;175,00;100052
10.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.03.2023;Hoitovastike 100023;180,00;100023
14.03.2023;FORTUM OYJ SAHKOLASKU;-214,26;
11.04.2023;K-Rauta rautakauppa;-45,50;
14.02.2023;S-Rauta Maalia ja tarvikkeita;-18,42;
22.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
18.01.2023;Hoitovastike 100052;175,00;100052
26.06.2023;Hoitovastike 100010;250,00;100010
16.11.2023;Hoitovastike 100010;250,00;100010
20.05.2023;Hoitovastike 100049;150,00;100049
30.11.2023;Pankin Palvelumaksu;-12,50;
20.01.2023;Hoitovastike 100049;150,00;100049
25.08.2023;DNA Oyj Laajakaista;-120,00;
11.06.2023;Hoitovastike 100049;150,00;100049
02.05.2023;DNA Oyj Laajakaista;-120,00;
24.12.2023;Verohallinto Kiinteistovero;-2387,66;
14.01.2023;Hoitovastike 100010;250,00;100010
23.05.2023;Hoitovastike 100010;250,00;100010
14.07.2023;S-Rauta Maalia ja tarvikkeita;-32,04;
10.10.2023;Hoitovastike 100049;150,00;100049
02.12.2023;Hoitovastike 100052;175,00;100052
24.10.2023;Hoitovastike 100023;180,00;100023
24.06.2023;Hoitovastike 100052;175,00;100052
31.12.2023;Hoitovastike 100023;180,00;100023
05.05.2023;Helen Oy Sahko;-396,87;
06.09.2023;Hoitovastike 100036;210,00;100036
15.11.2023;Hoitovastike 100052;175,00;100052
04.11.2023;Hoitovastike 100036;210,00;100036
27.09.2023;Hoitovastike 100036;210,00;100036
24.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-277,86;
15.02.2023;Verohallinto Kiinteistovero;-1618,45;
29.05.2023;Hoitovastike 100023;180,00;100023
20.02.2023;Kone Hissihuolto;-191,30;
16.01.2023;Hoitovastike 100052;175,00;100052
16.07.2023;Hoitovastike 100049;150,00;100049
30.08.2023;Hoitovastike 100052;175,00;100052
12.06.2023;FORTUM OYJ SAHKOLASKU;-736,72;
23.01.2023;FORTUM OYJ SAHKOLASKU;-218,79;
05.08.2023;S-Rauta Maalia ja tarvikkeita;-53,20;
28.06.2023;Hoitovastike 100052;175,00;100052
14.01.2023;Verohallinto Kiinteistovero;-1154,59;
19.06.2023;Hoitovastike 100023;180,00;100023
23.12.2023;Hoitovastike 100052;175,00;100052
22.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
28.11.2023;FORTUM OYJ SAHKOLASKU;-755,58;
01.04.2023;Hoitovastike 100049;150,00;100049
30.04.2023;Hoitovastike 100049;150,00;100049
01.01.2023;Pääkirja Taloushallinto;-447,31;
06.05.2023;Hoitovastike 100052;175,00;100052
06.05.2023;Hoitovastike 100010;250,00;100010
02.02.2023;HSY VESI JA VIEMARI;-124,98;
16.08.2023;K-Rauta rautakauppa;-148,88;
29.06.2023;Pankin Palvelumaksu;-12,50;
30.10.2023;K-Rauta rautakauppa;-97,43;
27.07.2023;DNA Oyj Laajakaista;-120,00;
30.01.2023;HSY VESI JA VIEMARI;-250,59;
05.05.2023;Hoitovastike 100049;150,00;100049
27.03.2023;Pääkirja Taloushallinto;-485,72;
23.08.2023;FORTUM OYJ SAHKOLASKU;-558,80;
07.12.2023;Verohallinto Kiinteistovero;-1079,67;
13.12.2023;S-Rauta Maalia ja tarvikkeita;-43,52;
21.01.2023;Helen Oy Sahko;-415,73;
06.05.2023;Hoitovastike 100023;180,00;100023
20.01.2023;FORTUM OYJ SAHKOLASKU;-552,18;
08.11.2023;Hoitovastike 100010;250,00;100010
27.03.2023;Hoitovastike 100052;175,00;100052
01.07.2023;Hoitovastike 100023;180,00;100023
26.10.2023;Verohallinto Kiinteistovero;-1750,19;
04.01.2023;Hoitovastike 100036;210,00;100036
27.01.2023;Verohallinto Kiinteistovero;-1023,29;
09.06.2023;Hoitovastike 100010;250,00;100010
13.03.2023;Helen Oy Sahko;-419,69;
05.03.2023;Hoitovastike 100052;175,00;100052
18.03.2023;S-Rauta Maalia ja tarvikkeita;-57,19;
05.01.2023;Hoitovastike 100023;180,00;100023
19.10.2023;Hoitovastike 100052;175,00;100052
23.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
22.02.2023;HSY VESI JA VIEMARI;-148,26;
01.06.2023;S-Rauta Maalia ja tarvikkeita;-68,22;
17.02.2023;Hoitovastike 100049;150,00;100049
05.01.2023;Kone Hissihuolto;-340,60;
18.07.2023;Helen Oy Sahko;-333,97;
18.06.2023;Hoitovastike 100049;150,00;100049
05.09.2023;K-Rauta rautakauppa;-95,37;
15.04.2023;Kone Hissihuolto;-326,43;
21.08.2023;Hoitovastike 100036;210,00;100036
08.03.2023;Verohallinto Kiinteistovero;-1207,42;
15.09.2023;K-Rauta rautakauppa;-27,04;
27.05.2023;Hoitovastike 100023;180,00;100023
12.09.2023;Hoitovastike 100023;180,00;100023
04.04.2023;Hoitovastike 100010;250,00;100010
31.05.2023;Hoitovastike 100023;180,00;100023
06.10.2023;Hoitovastike 100023;180,00;100023
22.08.2023;Hoitovastike 100052;175,00;100052
14.08.2023;Kone Hissihuolto;-255,61;
05.01.2023;Hoitovastike 100036;210,00;100036
08.04.2023;Hoitovastike 100052;175,00;100052
17.01.2023;Hoitovastike 100010;250,00;100010
08.08.2023;Hoitovastike 100052;175,00;100052
18.10.2023;Hoitovastike 100023;180,00;100023
17.02.2023;Hoitovastike 100036;210,00;100036
18.08.2023;K-Rauta rautakauppa;-150,12;
19.02.2023;Hoitovastike 100036;210,00;100036
30.11.2023;Hoitovastike 100036;210,00;100036
03.07.2023;Kone Hissihuolto;-232,66;
16.06.2023;Hoitovastike 100023;180,00;100023
07.12.2023;Hoitovastike 100010;250,00;100010
03.09.2023;Hoitovastike 100036;210,00;100036
22.05.2023;Kone Hissihuolto;-198,20;
23.10.2023;Hoitovastike 100023;180,00;100023
16.07.2023;Hoitovastike 100049;150,00;100049
24.08.2023;Hoitovastike 100052;175,00;100052
26.06.2023;Hoitovastike 100010;250,00;100010
26.06.2023;Hoitovastike 100010;250,00;100010
30.03.2023;Hoitovastike 100052;175,00;100052
28.01.2023;Hoitovastike 100052;175,00;100052
25.07.2023;Kone Hissihuolto;-331,82;
01.02.2023;Kone Hissihuolto;-249,98;
15.06.2023;Hoitovastike 100036;210,00;100036
26.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-226,75;
18.01.2023;Hoitovastike 100052;175,00;100052
18.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-227,79;
30.10.2023;Pankin Palvelumaksu;-12,50;
19.02.2023;Hoitovastike 100010;250,00;100010
03.12.2023;Hoitovastike 100010;250,00;100010
23.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-211,78;
18.01.2023;Verohallinto Kiinteistovero;-1678,65;
24.10.2023;Kone Hissihuolto;-171,80;
05.09.2023;S-Rauta Maalia ja tarvikkeita;-98,36;
05.11.2023;HSY VESI JA VIEMARI;-237,24;
28.05.2023;S-Rauta Maalia ja tarvikkeita;-45,56;
17.08.2023;Kone Hissihuolto;-154,10;
10.12.2023;Hoitovastike 100049;150,00;100049
14.11.2023;Pankin Palvelumaksu;-12,50;
22.03.2023;Hoitovastike 100010;250,00;100010
13.01.2023;K-Rauta rautakauppa;-105,48;
11.06.2023;K-Rauta rautakauppa;-157,00;
03.05.2023;Hoitovastike 100010;250,00;100010
10.01.2023;Hoitovastike 100036;210,00;100036
23.11.2023;DNA Oyj Laajakaista;-120,00;
24.10.2023;Verohallinto Kiinteistovero;-1915,12;
18.01.2023;S-Rauta Maalia ja tarvikkeita;-22,33;
09.04.2023;Hoitovastike 100036;210,00;100036
27.02.2023;K-Rauta rautakauppa;-98,07;
31.10.2023;S-Rauta Maalia ja tarvikkeita;-59,80;
21.11.2023;Hoitovastike 100010;250,00;100010
18.05.2023;Hoitovastike 100049;150,00;100049
30.04.2023;Pankin Palvelumaksu;-12,50;
15.03.2023;Hoitovastike 100036;210,00;100036
15.02.2023;Hoitovastike 100010;250,00;100010
05.12.2023;Hoitovastike 100036;210,00;100036
29.12.2023;Hoitovastike 100036;210,00;100036
05.08.2023;Hoitovastike 100036;210,00;100036
01.08.2023;Pääkirja Taloushallinto;-493,23;
31.12.2023;Hoitovastike 100010;250,00;100010
24.07.2023;DNA Oyj Laajakaista;-120,00;
11.12.2023;Pankin Palvelumaksu;-12,50;
25.07.2023;Hoitovastike 100052;175,00;100052
13.12.2023;Hoitovastike 100036;210,00;100036
26.03.2023;Hoitovastike 100023;180,00;100023
04.09.2023;DNA Oyj Laajakaista;-120,00;
05.01.2023;Hoitovastike 100036;210,00;100036
28.02.2023;Helen Oy Sahko;-172,05;
19.10.2023;Hoitovastike 100010;250,00;100010
14.11.2023;Hoitovastike 100052;175,00;100052
23.04.2023;Hoitovastike 100036;210,00;100036
13.09.2023;S-Rauta Maalia ja tarvikkeita;-76,12;
13.02.2023;FORTUM OYJ SAHKOLASKU;-612,87;
07.01.2023;Hoitovastike 100023;180,00;100023
05.05.2023;Pankin Palvelumaksu;-12,50;
29.01.2023;Hoitovastike 100023;180,00;100023
24.06.2023;Hoitovastike 100010;250,00;100010
31.12.2023;Hoitovastike 100052;175,00;100052
05.09.2023;Hoitovastike 100010;250,00;100010
13.11.2023;Helen Oy Sahko;-230,22;
23.04.2023;Hoitovastike 100052;175,00;100052
06.02.2023;Hoitovastike 100023;180,00;100023
29.09.2023;Hoitovastike 100010;250,00;100010
15.09.2023;Hoitovastike 100052;175,00;100052
27.01.2023;Verohallinto Kiinteistovero;-1120,71;
02.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-216,05;
07.12.2023;Hoitovastike 100052;175,00;100052
04.10.2023;Helen Oy Sahko;-127,64;
26.12.2023;S-Rauta Maalia ja tarvikkeita;-64,03;
24.03.2023;Hoitovastike 100049;150,00;100049
05.07.2023;Hoitovastike 100010;250,00;100010
14.10.2023;FORTUM OYJ SAHKOLASKU;-276,99;
05.08.2023;Hoitovastike 100023;180,00;100023
26.04.2023;Hoitovastike 100049;150,00;100049
24.07.2023;Verohallinto Kiinteistovero;-1917,51;
20.07.2023;Hoitovastike 100049;150,00;100049
02.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-300,59;
19.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-325,62;
30.10.2023;Hoitovastike 100010;250,00;100010
21.10.2023;Hoitovastike 100036;210,00;100036
01.10.2023;Helen Oy Sahko;-373,84;
26.05.2023;Pankin Palvelumaksu;-12,50;
06.07.2023;Hoitovastike 100049;150,00;100049
23.06.2023;HSY VESI JA VIEMARI;-131,17;
07.07.2023;Hoitovastike 100036;210,00;100036
25.08.2023;Hoitovastike 100049;150,00;100049
08.07.2023;S-Rauta Maalia ja tarvikkeita;-58,62;
06.12.2023;Verohallinto Kiinteistovero;-1599,23;
15.05.2023;Hoitovastike 100010;250,00;100010
10.10.2023;Verohallinto Kiinteistovero;-2407,59;
29.04.2023;Hoitovastike 100052;175,00;100052
19.10.2023;Hoitovastike 100036;210,00;100036
13.11.2023;Hoitovastike 100023;180,00;100023
18.06.2023;Pankin Palvelumaksu;-12,50;
24.12.2023;Hoitovastike 100052;175,00;100052
25.01.2023;HSY VESI JA VIEMARI;-119,57;
16.07.2023;Hoitovastike 100023;180,00;100023
03.03.2023;S-Rauta Maalia ja tarvikkeita;-28,34;
12.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-396,64;
15.12.2023;Helen Oy Sahko;-409,59;
01.04.2023;FORTUM OYJ SAHKOLASKU;-704,55;
23.07.2023;Hoitovastike 100049;150,00;100049
11.01.2023;Hoitovastike 100023;180,00;100023
31.03.2023;Hoitovastike 100023;180,00;100023
01.01.2023;Hoitovastike 100052;175,00;100052
18.11.2023;S-Rauta Maalia ja tarvikkeita;-93,43;
15.09.2023;Hoitovastike 100049;150,00;100049
15.08.2023;Hoitovastike 100010;250,00;100010
07.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
28.06.2023;Hoitovastike 100010;250,00;100010
09.09.2023;Hoitovastike 100010;250,00;100010
04.04.2023;Hoitovastike 100036;210,00;100036
22.06.2023;S-Rauta Maalia ja tarvikkeita;-98,01;
20.12.2023;FORTUM OYJ SAHKOLASKU;-587,64;
08.05.2023;Verohallinto Kiinteistovero;-2073,71;
29.07.2023;Hoitovastike 100036;210,00;100036
21.06.2023;Hoitovastike 100010;250,00;100010
26.03.2023;Hoitovastike 100049;150,00;100049
28.05.2023;Kone Hissihuolto;-253,13;
05.07.2023;Pääkirja Taloushallinto;-384,66;
10.03.2023;Hoitovastike 100049;150,00;100049
22.04.2023;Pääkirja Taloushallinto;-396,85;
05.06.2023;Hoitovastike 100010;250,00;100010
22.02.2023;Kone Hissihuolto;-270,23;
02.01.2023;HSY VESI JA VIEMARI;-290,36;
11.08.2023;FORTUM OYJ SAHKOLASKU;-245,29;
08.03.2023;Hoitovastike 100010;250,00;100010
23.01.2023;Hoitovastike 100023;180,00;100023
04.05.2023;Hoitovastike 100052;175,00;100052
06.10.2023;Hoitovastike 100052;175,00;100052
12.08.2023;Helen Oy Sahko;-484,15;
10.04.2023;DNA Oyj Laajakaista;-120,00;
22.06.2023;Pankin Palvelumaksu;-12,50;
02.04.2023;Hoitovastike 100036;210,00;100036
04.12.2023;Hoitovastike 100010;250,00;100010
10.08.2023;Hoitovastike 100010;250,00;100010
18.06.2023;Verohallinto Kiinteistovero;-1712,20;
27.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-352,15;
14.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-383,88;
27.08.2023;Hoitovastike 100023;180,00;100023
25.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.07.2023;S-Rauta Maalia ja tarvikkeita;-57,91;
04.09.2023;Hoitovastike 100036;210,00;100036
29.08.2023;Hoitovastike 100036;210,00;100036
08.12.2023;Kone Hissihuolto;-342,67;
08.07.2023;Hoitovastike 100010;250,00;100010
21.08.2023;FORTUM OYJ SAHKOLASKU;-614,65;
12.03.2023;FORTUM OYJ SAHKOLASKU;-436,25;
22.10.2023;Hoitovastike 100010;250,00;100010
04.12.2023;Hoitovastike 100036;210,00;100036
19.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-312,82;
03.05.2023;Hoitovastike 100052;175,00;100052
13.06.2023;HSY VESI JA VIEMARI;-159,85;
23.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-397,07;
21.10.2023;Hoitovastike 100010;250,00;100010
13.05.2023;Hoitovastike 100010;250,00;100010
06.06.2023;Hoitovastike 100023;180,00;100023
29.05.2023;Hoitovastike 100049;150,00;100049
18.08.2023;Hoitovastike 100023;180,00;100023
04.01.2023;Hoitovastike 100010;250,00;100010
18.03.2023;HSY VESI JA VIEMARI;-250,50;
19.10.2023;Pääkirja Taloushallinto;-372,58;
06.03.2023;Hoitovastike 100023;180,00;100023
16.02.2023;Hoitovastike 100010;250,00;100010
30.08.2023;Hoitovastike 100023;180,00;100023
11.07.2023;Hoitovastike 100052;175,00;100052
23.07.2023;Helen Oy Sahko;-294,51;
09.03.2023;Hoitovastike 100023;180,00;100023
12.11.2023;DNA Oyj Laajakaista;-120,00;
03.02.2023;Hoitovastike 100010;250,00;100010
30.06.2023;Kone Hissihuolto;-199,14;
17.10.2023;Kone Hissihuolto;-263,37;
25.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-260,58;
29.07.2023;K-Rauta rautakauppa;-193,92;
30.06.2023;Hoitovastike 100023;180,00;100023
06.01.2023;Hoitovastike 100036;210,00;100036
16.10.2023;Hoitovastike 100010;250,00;100010
05.06.2023;Hoitovastike 100023;180,00;100023
23.02.2023;Hoitovastike 100052;175,00;100052
01.08.2023;Hoitovastike 100010;250,00;100010
02.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-261,66;
31.01.2023;Hoitovastike 100023;180,00;100023
19.01.2023;DNA Oyj Laajakaista;-120,00;
19.11.2023;Hoitovastike 100049;150,00;100049
02.05.2023;HSY VESI JA VIEMARI;-132,79;
01.01.2023;Kone Hissihuolto;-302,61;
18.01.2023;Hoitovastike 100023;180,00;100023
23.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-304,28;
13.02.2023;Hoitovastike 100036;210,00;100036
16.02.2023;Hoitovastike 100052;175,00;100052
03.03.2023;Hoitovastike 100010;250,00;100010
22.01.2023;Hoitovastike 100052;175,00;100052
29.10.2023;Hoitovastike 100049;150,00;100049
04.08.2023;Hoitovastike 100023;180,00;100023
25.04.2023;Hoitovastike 100023;180,00;100023
10.10.2023;Hoitovastike 100010;250,00;100010
11.08.2023;DNA Oyj Laajakaista;-120,00;
24.01.2023;S-Rauta Maalia ja tarvikkeita;-62,26;
24.10.2023;Hoitovastike 100036;210,00;100036
03.07.2023;Hoitovastike 100010;250,00;100010
28.10.2023;Hoitovastike 100049;150,00;100049
22.12.2023;Hoitovastike 100049;150,00;100049
05.12.2023;Hoitovastike 100023;180,00;100023
23.08.2023;Hoitovastike 100049;150,00;100049
03.02.2023;Hoitovastike 100023;180,00;100023
10.08.2023;Hoitovastike 100023;180,00;100023
29.05.2023;Hoitovastike 100036;210,00;100036
12.06.2023;Helen Oy Sahko;-378,05;
16.01.2023;Hoitovastike 100023;180,00;100023
26.11.2023;Hoitovastike 100010;250,00;100010
12.09.2023;Hoitovastike 100049;150,00;100049
04.01.2023;Hoitovastike 100049;150,00;100049
18.12.2023;Hoitovastike 100010;250,00;100010
25.06.2023;Hoitovastike 100036;210,00;100036
17.05.2023;S-Rauta Maalia ja tarvikkeita;-82,48;
11.03.2023;HSY VESI JA VIEMARI;-241,76;
27.11.2023;Hoitovastike 100049;150,00;100049
30.01.2023;Hoitovastike 100036;210,00;100036
26.01.2023;Kone Hissihuolto;-317,20;
28.01.2023;Hoitovastike 100036;210,00;100036
29.04.2023;Hoitovastike 100010;250,00;100010
27.03.2023;Hoitovastike 100023;180,00;100023
02.03.2023;DNA Oyj Laajakaista;-120,00;
15.10.2023;Hoitovastike 100052;175,00;100052
05.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-398,23;
21.08.2023;S-Rauta Maalia ja tarvikkeita;-77,06;
30.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-390,36;
28.09.2023;Hoitovastike 100049;150,00;100049
07.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-338,33;
14.10.2023;Hoitovastike 100010;250,00;100010
14.05.2023;Hoitovastike 100010;250,00;100010
24.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-301,16;
23.12.2023;S-Rauta Maalia ja tarvikkeita;-38,99;
22.08.2023;Hoitovastike 100010;250,00;100010
26.09.2023;Pankin Palvelumaksu;-12,50;
10.05.2023;Hoitovastike 100023;180,00;100023
06.05.2023;DNA Oyj Laajakaista;-120,00;
26.03.2023;FORTUM OYJ SAHKOLASKU;-366,94;
12.12.2023;Hoitovastike 100010;250,00;100010
22.04.2023;Pankin Palvelumaksu;-12,50;
11.04.2023;Hoitovastike 100023;180,00;100023
09.03.2023;Verohallinto Kiinteistovero;-2424,60;
10.02.2023;Hoitovastike 100010;250,00;100010
12.01.2023;Verohallinto Kiinteistovero;-2400,33;
19.12.2023;Hoitovastike 100023;180,00;100023
25.08.2023;HSY VESI JA VIEMARI;-205,75;
19.02.2023;Hoitovastike 100010;250,00;100010
18.06.2023;Hoitovastike 100010;250,00;100010
19.05.2023;Hoitovastike 100023;180,00;100023
19.06.2023;Hoitovastike 100052;175,00;100052
18.08.2023;FORTUM OYJ SAHKOLASKU;-342,28;
23.02.2023;Kone Hissihuolto;-198,02;
13.08.2023;Pankin Palvelumaksu;-12,50;
13.10.2023;Kone Hissihuolto;-259,01;
28.01.2023;FORTUM OYJ SAHKOLASKU;-639,73;
17.11.2023;Hoitovastike 100049;150,00;100049
30.11.2023;HSY VESI JA VIEMARI;-187,68;
30.09.2023;Hoitovastike 100010;250,00;100010
01.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
13.06.2023;Hoitovastike 100052;175,00;100052
15.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-331,41;
06.06.2023;Helen Oy Sahko;-302,31;
26.02.2023;Hoitovastike 100049;150,00;100049
11.12.2023;Hoitovastike 100036;210,00;100036
21.08.2023;Hoitovastike 100023;180,00;100023
28.12.2023;Hoitovastike 100036;210,00;100036
09.10.2023;Hoitovastike 100036;210,00;100036
28.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
27.10.2023;DNA Oyj Laajakaista;-120,00;
14.12.2023;S-Rauta Maalia ja tarvikkeita;-65,23;
10.05.2023;Hoitovastike 100049;150,00;100049
10.09.2023;Verohallinto Kiinteistovero;-2149,61;
19.05.2023;Hoitovastike 100010;250,00;100010
28.03.2023;Hoitovastike 100010;250,00;100010
28.12.2023;Hoitovastike 100010;250,00;100010
25.01.2023;DNA Oyj Laajakaista;-120,00;
10.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-306,92;
09.09.2023;S-Rauta Maalia ja tarvikkeita;-99,44;
22.08.2023;HSY VESI JA VIEMARI;-105,49;
16.02.2023;Hoitovastike 100049;150,00;100049
10.08.2023;K-Rauta rautakauppa;-62,54;
03.07.2023;DNA Oyj Laajakaista;-120,00;
06.07.2023;S-Rauta Maalia ja tarvikkeita;-38,01;
22.04.2023;Hoitovastike 100023;180,00;100023
30.12.2023;Hoitovastike 100052;175,00;100052
31.07.2023;Hoitovastike 100036;210,00;100036
14.02.2023;Hoitovastike 100049;150,00;100049
29.03.2023;Hoitovastike 100036;210,00;100036
16.01.2023;Hoitovastike 100010;250,00;100010
29.06.2023;Hoitovastike 100010;250,00;100010
21.02.2023;Hoitovastike 100036;210,00;100036
31.01.2023;Hoitovastike 100049;150,00;100049
25.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-385,37;
22.05.2023;Verohallinto Kiinteistovero;-1683,76;
13.05.2023;Kone Hissihuolto;-368,45;
13.04.2023;Hoitovastike 100023;180,00;100023
05.02.2023;Hoitovastike 100049;150,00;100049
11.05.2023;K-Rauta rautakauppa;-119,51;
13.06.2023;Pankin Palvelumaksu;-12,50;
05.07.2023;HSY VESI JA VIEMARI;-289,37;
17.12.2023;Hoitovastike 100036;210,00;100036
30.11.2023;S-Rauta Maalia ja tarvikkeita;-66,05;
22.11.2023;Hoitovastike 100023;180,00;100023
21.07.2023;Pääkirja Taloushallinto;-318,97;
28.07.2023;Hoitovastike 100010;250,00;100010
13.10.2023;Pankin Palvelumaksu;-12,50;
29.09.2023;Hoitovastike 100052;175,00;100052
22.09.2023;Hoitovastike 100052;175,00;100052
17.03.2023;Hoitovastike 100010;250,00;100010
30.06.2023;Hoitovastike 100049;150,00;100049
04.11.2023;Hoitovastike 100049;150,00;100049
06.02.2023;Verohallinto Kiinteistovero;-1205,11;
05.07.2023;Hoitovastike 100052;175,00;100052
19.11.2023;S-Rauta Maalia ja tarvikkeita;-27,57;
11.05.2023;Hoitovastike 100036;210,00;100036
